WellNo,County,CoName,Hole,SideTrck,Completion,Well_Typ,Field,Wl_Status,Well_Nm,town,Prod Form
0,Chautauqua,"Empire Energy E & P, LLC",16713,00,00,Oil,Lakeshore,AC,NYSRA 5-23,Chautauqua,Medina
0,Allegany,"Clark, Ralph",66718,00,00,OD,Richburg,IN,Clark 8,Genesee,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12482,00,00,Oil,Lakeshore,AC,Hanby 434 1,Stockton,Medina
0,Wyoming,PPP Future Development Inc.,22520,00,00,GW,Northwoods,AC,"Matusik, J 1",Arcade,Theresa
0,Cattaraugus,"Hydrocarbon Generation, Inc.",17269,00,00,GW,Chipmunk,PA,Sue Maloney1,Carrollton,Oriskany
0,Livingston,Lenape Resources LLC,13628,00,00,Oil,Finnegan Hill,AC,Wadsworth 15,Caledonia,Medina
0,Cattaraugus,BDH Oil Inc.,64916,00,00,OD,Bradford,PA,James Lease Old 1,Olean,Bradford Third
0,Chautauqua,Greenridge Oil Company LLC,22507,00,00,OD,Busti,AC,"Nelson, M 7g",Busti,Glade
0,Ontario,NYS Natural Gas Corp.,02227,00,00,DH,Geneva,UL,Patrick Albert 3,Phelps,Not Applicable
0,Livingston,"Nouryon Salt, LLC",21600,00,00,SG,Not Applicable,PA,Well 9567,Groveland,Not Applicable
0,Allegany,Pennzoil Products Co.,69558,00,00,OD,Not Applicable,UL,Green 700(G),Bolivar,Not Applicable
0,Cattaraugus,BDH Oil Inc.,10969,00,00,OD,Chipmunk,UL,Nichols Run Ho-201,Allegany,Chipmunk
0,Genesee,"McColl, Francis E.",01830,00,00,Oil,Uhley Corners-Caledonia,AC,McColl 1,Pavilion,Medina
0,Genesee,"McColl, Francis E.",01830,00,00,Oil,Uhley Corners-Caledonia,AC,McColl 1,Pavilion,Medina
0,Cattaraugus,Unknown,07453,00,00,NL,Not Applicable,UN,Allegany State Park 153,Carrollton,Not Applicable
0,Chautauqua,PPP Future Development Inc.,22735,00,00,Oil,Lakeshore,AC,Clark 1,Kiantone,Medina
0,Oswego,Sandy Creek Oil & Gas,02482,00,00,Oil,Sandy Creek,UL,"Robbins, F. 2",Sandy Creek,Trenton
0,Cattaraugus,"Campbell, Philip Brian",66936,00,00,OD,Bradford,PA,Dutka 6,Carrollton,Bradford
0,Allegany,Francis Root Oil Company,10418,00,00,IW,Richburg,PA,A-H Lot 80-P13-80,Alma,Richburg
0,Erie,"Gerber, Charles J.",18494,00,00,Oil,Brant-Eden,AC,Weidner 1,Eden,Grimsby
0,Cattaraugus,"Alma Gas Company, Inc.",03987,00,00,Oil,Olean,AC,Torrey Wm 1,Olean,Oriskany
0,Chautauqua,"K. Petroleum, Inc.",18680,00,00,Oil,Lakeshore,AC,"Crowell, H 203",Villenova,Medina
0,Erie,NY Gas & Elec.,02979,00,00,Oil,Alden-Lancaster,UM,Wannamaker C J 1,Lancaster,Medina
0,Chautauqua,PPP Future Development Inc.,16093,00,00,Oil,Lakeshore,AC,Darling 2,Ellington,Medina
0,Erie,"Gwitt, Edward J.",22332,00,00,Oil,Brant-Eden,AC,Mammoser; H 1,Eden,Grimsby
0,Cattaraugus,"McCracken Oil & Gas, LLC",60960,00,00,OD,Chipmunk,AC,B/R 39,Allegany,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",18086,00,00,Oil,Lakeshore,AC,"Stearns, X 1",Poland,Grimsby
0,Cattaraugus,Allegany State Park,07305,00,00,Oil,Rice Brook,PA,Allegany State Park 5,Carrollton,Rice Brook & Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",15505,00,00,Oil,Lakeshore,AC,Endress 604,Westfield,Medina
0,Genesee,Iroquois Gas Corp.,02906,00,00,Oil,Pavilion,IN,Daresky 1,Bethany,Medina
0,Allegany,Knights Creek Oil Co.,69890,00,00,IW,Richburg,UL,McKee 1041(G),Scio,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",18441,00,00,Oil,Lakeshore,AC,Cady 722,Mina,Medina
0,Chautauqua,Unknown,02074,00,00,NL,Lakeshore,UN,Newton Emiline 1,Hanover,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",13754,00,00,Oil,Lakeshore,AC,1022 Cook,Sheridan,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11901,00,00,Oil,Lakeshore,AC,Monette 427,Stockton,Medina
0,Allegany,"Plants and Goodwin, Inc.",13608,00,00,OW,Richburg,PA,McAllister Farm 15,Wirt,Richburg
0,Erie,Iroquois Gas Corp.,03814,00,00,Oil,West Seneca,PA,Sax John IGC-104,West Seneca,Medina
0,Genesee,"Mattingly, Kenneth A.",01832,00,00,Oil,Uhley Corners-Caledonia,PA,Gleber,Pavilion,Medina
0,Cattaraugus,"Copper Ridge Oil, Inc.",05172,00,00,OD,Five Mile,AC,Weis 28,Olean,Bradford
0,Genesee,"Empire Energy E & P, LLC",02932,00,00,Oil,Alden-Lancaster,AC,Schwartz 1835-I,Pembroke,Medina
0,Chautauqua,"Empire Energy E & P, LLC",10526,00,00,Oil,Lakeshore,AC,Burgan Raymond 1,Portland,Medina
0,Oswego,Pulaski Gas & Oil,02567,00,00,NL,Pulaski,PA,Sanderson,Richland,Not Applicable
0,Chautauqua,PPP Future Development Inc.,16967,00,00,Oil,Lakeshore,AC,Brehm NY 35,Cherry Creek,Grimsby
0,Erie,"Empire Energy E & P, LLC",19710,00,00,Oil,Sardinia,AC,"Biehl, R 1",Sardinia,Medina
0,Genesee,United States Gypsum Company,20688,00,00,GE,Huron Creek,AC,"Harasimowicz, H. 1",Alexander,Medina
0,Cattaraugus,"Hydrocarbon Generation, Inc.",65765,00,00,OD,Bradford,IN,Brahaney Whitney 9,Olean,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",18159,00,00,Oil,Lakeshore,AC,"Jacobson, H 1",Ellington,Medina
0,Cattaraugus,W. A. Boser Oil,66530,00,00,OD,Chipmunk,AC,Maloney 2,Allegany,Chipmunk
0,Cayuga,"OI Auburn, Inc.",15643,00,00,GE,West Auburn,AC,NYS Electric & Gas T121-5,Throop,Queenston
0,Chautauqua,"Curtis & Son Oil, Inc.",22598,00,00,OD,Busti,AC,"Crandall, L 33",Busti,Glade
0,Allegany,James V. Joyce/DBA Pipeline Co.,60813,00,00,Oil,Andover,UL,Livermore 10,Andover,Penny
0,Chautauqua,"Empire Energy E & P, LLC",15566,00,00,Oil,Lakeshore,AC,"Kopta, A 4",Chautauqua,Medina
0,Allegany,Emerald Oil Company LLC,17872,00,00,OD,Richburg,UL,Putnam 2,Wirt,Richburg
0,Cattaraugus,Miller Oil Co.,65867,00,00,OD,Bradford,NR,Kinley k58,Allegany,Bradford
0,Chautauqua,PPP Future Development Inc.,17944,00,00,Oil,Lakeshore,IN,"Oag, H 3a",Gerry,Medina
0,Cattaraugus,"McCracken Oil & Gas, LLC",60965,00,00,OD,Chipmunk,PA,B/R Old 8,Allegany,Bradford & Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",14887,00,00,Oil,Lakeshore,AC,Breads 612,Westfield,Medina
0,Erie,"Stedman Energy, Inc.",20757,00,00,Oil,North Collins,AC,Burke 2,North Collins,Medina
0,Chautauqua,"Empire Energy E & P, LLC",12130,00,00,Oil,Lakeshore,AC,Beebe 1232,Pomfret,Medina
0,Chautauqua,"Empire Energy E & P, LLC",14861,00,00,Oil,Lakeshore,AC,Aldewein Acres 3,Westfield,Medina
0,Chautauqua,PPP Future Development Inc.,15655,00,00,Oil,Lakeshore,SI,Tri Val 3,Arkwright,Medina
0,Chautauqua,"Vertical Energy, Inc.",20277,00,00,OD,Busti,AC,Crandall M S 1-11,Busti,Glade
0,Allegany,Pine Oil Co.,65690,00,00,IW,Richburg,IN,Pine Oil 103,Genesee,Richburg
0,Cayuga,Minard Run Oil Company,20557,00,00,Oil,West Auburn,PA,O'Hara Farms 951-11,Aurelius,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",15251,00,00,Oil,Lakeshore,AC,"Boehm,M 2",Chautauqua,Medina
0,Allegany,"Clark, Ernest E. and Richard C.",65554,00,00,OD,Ford's Brook,IN,Hunt 1,Alma,Richburg
0,Allegany,"Witter, Terry L.",60483,00,00,OD,Richburg,IN,Stillman 43,Bolivar,Richburg
0,Wyoming,United States Gypsum Company,21779,00,00,Oil,Danley Corners,AC,"Sczepanski, A & D 2",Bennington,Medina
0,Cattaraugus,Cal Ban Corp.,20212,00,00,OD,Five Mile,NR,Munson Cbm 15,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,Cal Ban Corp.,20165,00,00,OD,Five Mile,NR,Munson Cbm1,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Cotton Well Drilling Company, Inc.",14394,00,00,Oil,Lakeshore,IN,3125 Besch,Westfield,Medina
0,Oneida,"Property Shares, Inc.",01182,00,00,Oil,Rome,PA,Ringdahl Ivan 2,Rome,Trenton
0,Allegany,Pine Oil Co.,65705,00,00,IW,Richburg,IN,Pine Oil 118,Genesee,Richburg
0,Allegany,"Greene, Sheldon K.",60956,00,00,OD,Richburg,AC,Wightman 15,Wirt,Richburg
0,Cattaraugus,United Resources Corporation,08877,00,00,OD,Five Mile,IN,Bryer-Kinley 1,Allegany,Bradford
0,Chautauqua,Reservation Gas,02075,00,00,NL,Lakeshore,UN,Press William J 1,Hanover,Medina
0,Cattaraugus,BDH Oil Inc.,64925,00,00,OD,Bradford,UL,James Lease 15,Olean,Bradford Third
0,Allegany,"Otis Eastern Service, Inc.",69949,00,00,OD,Fulmer Valley,PA,Fanton P4 (1112),Wellsville,Not Applicable
0,Steuben,Appalachian Development Corporation,01802,00,00,DW,Not Applicable,UM,Stebbins 1,West Union,Not Applicable
0,Allegany,"JJ Golf, Inc.",67435,00,00,Oil,Ceres,IN,A.J. Hall Farm 2,Genesee,Waugh & Porter
0,Genesee,United States Gypsum Company,19422,00,00,Oil,Indian Falls,AC,Lynledge 1,Alabama,Medina
0,Chautauqua,National Fuel Gas Supply Corporation,02710,00,00,Oil,Lakeshore,PA,Bialassewski John Gould,Sheridan,Medina
0,Allegany,National Fuel Gas Supply Corporation,20116,00,00,ST,Beech Hill,CO,NFGSC (Ryan) EC-490,Willing,Oriskany
0,Allegany,"Tjhung, Frank T.",69990,00,00,OD,Fulmer Valley,UL,GPS 1159,Wellsville,Not Applicable
0,Chautauqua,"Schreiner Oil and Gas, Inc.",17847,00,00,Oil,Lakeshore,IN,Cochran 670,Ripley,Medina
0,Allegany,"Sam Koehler Enterprises, Inc.",63575,00,00,OD,Richburg,AC,T-6 Carpenter,Alma,Richburg
0,Allegany,Central Oil Co.,69753,00,00,OD,Not Applicable,UM,Holton 1002(G),Scio,Not Applicable
0,Allegany,Iron Dinosaur Oil,66010,00,00,OD,Richburg,IN,Yeager 04,Scio,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12240,00,00,Oil,Lakeshore,AC,Mohart 488,Arkwright,Medina
0,Erie,Iroquois Gas Corp.,03487,00,00,Oil,Not Applicable,PA,Ewald Robert 1,Orchard Park,Medina
0,Allegany,Moose Oil Co.,61061,00,00,OD,Richburg,PA,Tullar 6,Bolivar,Waugh & Porter
0,Allegany,"Lane Oil Company, LLC",66233,00,00,IW,Ford's Brook,IN,Fassett w9,Alma,Richburg
0,Erie,"Alden Aurora Gas Company, Inc.",03065,00,00,Oil,Alden-Lancaster,AC,Suess P and M 1,Alden,Medina
0,Chautauqua,"Universal Resources Holdings, Inc.",17747,00,00,Oil,Lakeshore,AC,Taber 1,Charlotte,Medina
0,Cattaraugus,Hidden Heart Stables LLC,69101,00,00,OD,Four Mile,PA,Carls 11,Allegany,Bradford
0,Erie,Iroquois Gas Corp.,08203,00,00,Oil,West Seneca,PA,Fee 1,Hamburg,Medina
0,Ontario,Lochmann Foods Corp.,03322,00,00,DW,Not Applicable,UM,Fee 1,Gorham,Not Applicable
0,Cattaraugus,BDH Oil Inc.,65044,00,00,OD,Chipmunk,UM,Nichols Run Ew-17,Allegany,Chipmunk & Bradford 2nd
0,Onondaga,Empire Portland Cement,00885,00,00,DH,Memphis,UM,Warner Plant Well 1,Camillus,Not Applicable
0,Cattaraugus,"Peck, Horace G. Jr. & Ellen M.",63976,00,00,OD,Four Mile,PA,Lucco 1-U,Allegany,Bradford Third
0,Allegany,"DeVlieger, Carl L.",55229,00,00,OD,Fulmer Valley,IN,Schrader 2,Wellsville,Fulmer Valley
0,Cattaraugus,"Stephan, Philip D.",63884,00,00,OD,Four Mile,IN,Klice 2,Allegany,Bradford Third
0,Cattaraugus,"Dallas Energy, LLC",68468,00,00,OD,Chipmunk,PA,Johnson 2,Carrollton,Bradford Third
0,Erie,Iroquois Gas Corp.,03626,00,00,Oil,Orchard Park-Hamburg,PA,Vass Fred IGC-22,Hamburg,Medina
0,Allegany,"DeVlieger, Carl L.",55225,00,00,OD,Fulmer Valley,IN,Corwin-Dare 8,Wellsville,Fulmer Valley
0,Cattaraugus,"Lutgen, John R.",09538,00,00,Oil,Bryant Hill Creek,UL,Lutgen 3,Ellicottville,Bradford & Chipmunk
0,Steuben,"Yahn & Yahn, Inc.",22808,00,00,OD,Beech Hill-Independence,AC,Schultz 71,West Union,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",18143,00,00,Oil,Lakeshore,AC,Neckers 1-685,Mina,Medina
0,Chautauqua,"Curtis & Son Oil, Inc.",07210,00,00,OD,Busti,AC,Boswell 7,Busti,Glade
0,Chautauqua,"Curtis & Son Oil, Inc.",07210,00,00,OD,Busti,AC,Boswell 7,Busti,Glade
0,Erie,"Empire Energy E & P, LLC",09050,00,00,Oil,North Collins,AC,Broadway(Paxson)1148-I,North Collins,Onondaga
0,Chautauqua,"Empire Energy E & P, LLC",13620,00,00,Oil,Lakeshore,AC,"Nygren, A 6657",Busti,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",65911,00,00,OD,Richburg,IN,A&F Oil Co. 43,Genesee,Richburg
0,Allegany,"Simon of Bolivar Enterprises, Inc.",65920,00,00,OD,Richburg,IN,A&F Oil Co. 26,Genesee,Richburg
0,Cattaraugus,M. J. McCaffery Oil Co.,62221,00,00,OD,Chipmunk,NR,Roggenbaum 12,Carrollton,Chipmunk
0,Erie,"Stedman Energy, Inc.",19875,00,00,Oil,Brant-Eden,AC,Chiavetta 2,Brant,Medina
0,Allegany,"C.O.G. Development & Resources, Inc.",08044,00,00,IW,Richburg,IN,Meadowbank 012,Bolivar,Waugh & Porter
0,Cattaraugus,South Penn Oil Co.,07482,00,00,Oil,Rice Brook,UN,Allegany State Park 182,Carrollton,Rice Brook
0,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14235,00,00,IW,Chipmunk,PA,Allegany Indian Reser 35,Carrollton,Chipmunk
0,Cattaraugus,"Empire Energy E & P, LLC",16830,00,00,Oil,Lakeshore,AC,J McDonald 1,Persia,Medina
0,Genesee,United States Gypsum Company,15167,00,00,Oil,Huron Creek,AC,Pokorny 1,Alexander,Medina
0,Cattaraugus,Case Brothers Inc.,67650,00,00,OD,Chipmunk,PA,Smith 11,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Ellington Energy, Inc.",19227,00,00,Oil,Lakeshore,AC,Burghardt 1,Arkwright,Medina
0,Genesee,United States Gypsum Company,20482,00,00,Oil,Danley Corners,AC,"Bernhardt, D. 1",Darien,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",18472,00,00,Oil,Lakeshore,AC,Dunkelman 3,Otto,Medina
0,Steuben,Home Gas Company,00587,00,00,Oil,Wayne-Dundee,UM,Conklin,Wayne,Oriskany
0,Cattaraugus,"Empire Energy E & P, LLC",18786,00,00,Oil,Lakeshore,AC,W Naab 1,Otto,Medina
0,Oneida,"Cabot, G.L.",00682,00,00,DH,Camden,UN,Rinkle Leigh 1,Camden,Not Applicable
0,Chautauqua,PPP Future Development Inc.,16397,00,00,Oil,Lakeshore,AC,R Horner Unit 1,Carroll,Medina
0,Allegany,Pennzoil Products Co.,69366,00,00,IW,Not Applicable,UL,Ballard 8,Bolivar,Not Applicable
0,Allegany,Collins Oil Co.,67668,00,00,OD,Richburg,IN,Coats 11,Wirt,Richburg
0,Erie,Iroquois Gas Corp.,03421,00,00,Oil,Lakeview,PA,Johnston Ella M 1,Brant,Medina
0,Wyoming,PPP Future Development Inc.,18133,00,00,Oil,Cowlesville,IN,Foss 1,Bennington,Medina
0,Wyoming,PPP Future Development Inc.,18133,00,00,Oil,Cowlesville,IN,Foss 1,Bennington,Medina
0,Allegany,Klein Oil & Logging,14890,00,00,OD,Richburg,AC,41a-68lot 68,Alma,Richburg
0,Allegany,"Saint John Exploration & Production, Inc.",67557,00,00,OD,Richburg,IN,Trio 0151,Bolivar,Richburg
0,Chautauqua,Unknown,01475,00,00,Oil,Lakeshore,UN,Privitora and Sanderson 2,Pomfret,Medina
0,Cattaraugus,"Kellner, Christian F.",64671,00,00,OD,Bradford,IN,Utter Purchase 39,Allegany,Bradford
0,Chautauqua,PPP Future Development Inc.,18504,00,00,Oil,Lakeshore,IN,Mansfield 4,Cherry Creek,Medina
0,Chautauqua,"Empire Energy E & P, LLC",15320,00,00,Oil,Lakeshore,AC,"Schuster, J 1",Westfield,Medina
0,Allegany,Iron Dinosaur Oil,66003,00,00,OD,Richburg,IN,Yeager 1,Scio,Richburg
0,Erie,"Stedman Energy, Inc.",12898,00,00,Oil,Brant-Eden,AC,Miller 1,Evans,Grimsby
0,Allegany,"Plants and Goodwin, Inc.",62306,00,00,OD,Richburg,PA,Green 196,Bolivar,Richburg
0,Cattaraugus,SWEPI LP,13530,00,00,IW,Bradford,PA,Rumsey Devonian 0224,Allegany,Bradford
0,Cattaraugus,Frank H. Stephan Oil Group,68164,00,00,OD,Four Mile,PA,Nine Mile 5,Allegany,Bradford Third
0,Chautauqua,Dougherty F.L. & Nelson,04228,00,00,NL,Lakeshore,UL,Szumagalia 2,Sheridan,Not Applicable
0,Seneca,Minard Run Oil Company,19582,00,00,Oil,Fayette-Waterloo,AC,Ritter 5 (4136),Varick,Queenston
0,Chautauqua,PPP Future Development Inc.,14772,00,00,Oil,Lakeshore,AC,Kirkland 1,Hanover,Medina
0,Genesee,United States Gypsum Company,17580,00,00,Oil,Alden-Lancaster,AC,Dudek 1,Darien,Medina
0,Cayuga,"OI Auburn, Inc.",13638,00,00,Oil,West Auburn,AC,Emery A123-1,Aurelius,Queenston
0,Chautauqua,"Empire Energy E & P, LLC",21852,00,00,Oil,Lakeshore,AC,NYSRA 5-25,Chautauqua,Medina
0,Allegany,"Saint John Exploration & Production, Inc.",67542,00,00,OD,Richburg,IN,Big Four 9,Bolivar,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",10867,00,01,OW,Lakeshore,AC,"McCracken, Harvey 1A",Otto,Onondaga
0,Steuben,"LeBarron, Scott",20576,00,00,GW,Not Applicable,IN,LeBarron 1,Troupsburg,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",15038,00,00,Oil,Lakeshore,AC,Westfield Watershed20,Westfield,Medina
0,Chautauqua,"Curtis & Son Oil, Inc.",11955,00,00,OD,Busti,AC,Hanstrom 12,Busti,Glade
0,Chautauqua,"Curtis & Son Oil, Inc.",11955,00,00,OD,Busti,AC,Hanstrom 12,Busti,Glade
0,Erie,PPP Future Development Inc.,22472,00,00,Oil,Concord,AC,"Laca, A 1",Concord,Medina
0,Cattaraugus,"Vertical Resources, Inc.",23435,01,00,GW,Not Applicable,AC,Geiger Hollow 1A,Allegany,Trenton
0,Allegany,"Plants and Goodwin, Inc.",62294,00,00,OD,Richburg,PA,Green 104,Bolivar,Richburg
0,Allegany,"Saint John Exploration & Production, Inc.",67550,00,00,IW,Richburg,IN,Trio 39x,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",18388,00,00,Oil,Lakeshore,AC,"Lawson, A 2",Ellington,Medina
0,Oneida,"Property Shares, Inc.",00681,00,00,Oil,Camden,UL,De LA Roche,Camden,Trenton
0,Cattaraugus,"Vertical Energy, Inc.",19091,00,00,OD,Five Mile,AC,Willougby 8,Olean,Bradford
0,Allegany,"Lane Oil Company, LLC",66225,00,00,OD,Ford's Brook,IN,Fassett 02,Alma,Richburg
0,Cattaraugus,South Penn Oil Co.,07485,00,00,Oil,Rice Brook,UN,Allegany State Park 185,Carrollton,Rice Brook
0,Chautauqua,"Empire Energy E & P, LLC",22615,00,00,Oil,Lakeshore,IN,Lyon L 2,Clymer,Medina
0,Cattaraugus,Case Brothers Inc.,67646,00,00,OD,Chipmunk,AC,Smith 7,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Empire Energy E & P, LLC",17621,00,00,Oil,Lakeshore,AC,"Vollentine, C 1",Poland,Medina
0,Chautauqua,"Empire Energy E & P, LLC",10110,00,00,Oil,Lakeshore,AC,Rater Unit 43,Ripley,Medina
0,Cattaraugus,"Hemlock Oil & Gas Co., Inc.",14206,00,00,OD,Chipmunk,NR,Innis Lot 23 119,Carrollton,Chipmunk
0,Herkimer,New York Natural Gas Co.,03993,00,00,DW,Not Applicable,UN,Skranko 1,Warren,Not Applicable
0,Livingston,Estate of Edwin L. Bower,15190,00,00,GW,Hunt Hollow,AC,Rapp 1,Nunda,Medina
0,Steuben,Appalachian Development Corporation,00092,00,00,Oil,Bath,UM,State of NY 10B-2,Bath,Oriskany
0,Allegany,Pine Oil Co.,65683,00,00,OD,Richburg,AC,Pine Oil 28,Genesee,Richburg
0,Cayuga,Union Springs Central School District,16991,00,00,Oil,West Auburn,AC,Gable 1A,Springport,Queenston
0,Chautauqua,"Curtis & Son Oil, Inc.",20988,00,00,OD,Busti,AC,Anderson 12,Busti,Glade
0,Allegany,Moose Oil Co.,62251,00,00,OD,Richburg,UL,McCarthy 5,Bolivar,Richburg
0,Allegany,"Dust Bowl Oil Company, Inc.",66648,00,00,OD,Richburg,IN,Jacob Jordan Farm 236,Wirt,Richburg
0,Cattaraugus,"BKG Truck Repair, LLC",68696,00,00,Oil,Hotchkiss Hollow,IN,Hotchkiss Hollow 11x,Cold Spring,Upper Devonian
0,Cattaraugus,"Linn, Conrad W. Jr.",66884,00,00,OD,Bradford,UL,Linn 3,Portville,Bradford
0,Chautauqua,PPP Future Development Inc.,23448,00,00,Oil,Lakeshore,AC,Fairbank-Morse 1,Harmony,Grimsby
0,Livingston,PPP Future Development Inc.,19609,00,00,Oil,Leicester,AC,Degraff 1,Leicester,Medina
0,Livingston,PPP Future Development Inc.,19609,00,00,Oil,Leicester,AC,Degraff 1,Leicester,Medina
0,Cattaraugus,"Stephan, Philip D.",63630,00,00,OD,Chipmunk,IN,Pfeiffer 9,Allegany,Bradford & Chipmunk
0,Allegany,NYS Dept. of Transportation,69040,00,00,OD,Richburg,CO,Rte 417 12,Bolivar,Richburg
0,Erie,Sivad Energy No 4,14466,00,00,Oil,Akron,AC,Robnett 1,Newstead,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",22270,00,00,Oil,Lakeshore,AC,"Swartzentruber, J 1",Leon,Medina
0,Allegany,"Barney, Constance S. & Wallace Barney",66244,00,00,OD,Fulmer Valley,AC,Clark 3,Andover,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",11255,00,00,Oil,Lakeshore,AC,Bemis 229,Westfield,Medina
0,Allegany,Ashe Oil Company,69923,00,00,OD,Richburg,IN,Central 46A,Scio,Richburg
0,Cattaraugus,BDH Oil Inc.,64926,00,00,OD,Bradford,UL,James Lease 17,Olean,Bradford Third
0,Allegany,"Greene, Sheldon K.",60947,00,00,OD,Richburg,IN,Almy 6,Wirt,Richburg
0,Schuyler,"Carpenter, J.",00525,00,00,DW,Not Applicable,UM,Houseworth 1,Hector,Not Applicable
0,Allegany,"Simon of Bolivar Enterprises, Inc.",66292,00,00,OD,Richburg,AC,Wheeler 14 (P14),Bolivar,Richburg
0,Allegany,J and R Oil Company,63597,00,00,OD,Scio,IN,Harris - 011,Ward,Scio
0,Allegany,J and R Oil Company,63597,00,00,OD,Scio,IN,Harris - 011,Ward,Scio
0,Erie,Unknown,01596,00,00,NL,Lakeshore,UN,Crowe,Collins,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",11041,00,00,Oil,Lakeshore,AC,Meeder 188,Ripley,Medina
0,Cattaraugus,BDH Oil Inc.,64963,00,00,IW,Chipmunk,PA,Nichols Run Bw-5,Allegany,Chipmunk & Bradford 2nd
0,Onondaga,Ontario Gas,02417,00,00,DH,Baldwinsville,UM,Bliss 0,Lysander,Not Applicable
0,Chautauqua,PPP Future Development Inc.,13050,00,00,Oil,Lakeshore,IN,Newton 2,Pomfret,Medina
0,Allegany,"Collins, David A and Cole, Alexander B.",12457,00,00,OD,Richburg,AC,Phillips & Wilkinson 2,Bolivar,Richburg
0,Cattaraugus,BDH Oil Inc.,23333,00,00,OD,Bradford,UL,Mallory Est. R0-Ck 7,Allegany,Chipmunk
0,Cattaraugus,BDH Oil Inc.,23333,00,00,OD,Bradford,UL,Mallory Est. R0-Ck 7,Allegany,Chipmunk
0,Cayuga,"OI Auburn, Inc.",13639,00,00,GE,West Auburn,AC,Helenski A-104-6,Aurelius,Queenston
0,Cattaraugus,BDH Oil Inc.,10991,00,00,IW,Chipmunk,UL,Nichols Run Hw-234,Allegany,Chipmunk & Bradford 2nd
0,Chautauqua,"Griffith, Michael P.",04251,00,00,GW,Folsom Creek,AC,Griffith 1,Ellicott,Onondaga
0,Allegany,Moose Oil Co.,61112,00,00,OD,Richburg,UL,Tullar 032,Bolivar,Waugh & Porter
0,Allegany,"Schiralli, Bradley L.",63878,00,00,OD,Richburg,PA,Tapp 2,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",12712,00,00,Oil,Lakeshore,AC,Bolling 1,Dunkirk,Medina
0,Cattaraugus,SWEPI LP,12775,00,00,IW,Bradford,PA,Enterprise Transit St 052,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cayuga,Minard Run Oil Company,21361,00,00,Oil,West Auburn,AC,Jordan 1233,Springport,Queenston
0,Tompkins,Belmont Quadrangle Drilling,00516,00,00,Oil,Lansing,UN,Crim Josephine,Lansing,Oriskany
0,Erie,"Empire Energy E & P, LLC",22240,00,00,Oil,Lakeview,AC,"Perkowski, F 2",Evans,Medina
0,Allegany,"Yahn & Yahn, Inc.",13269,00,00,OD,Beech Hill-Independence,IN,Austin-Godown W-2,Independence,Fulmer Valley
0,Allegany,"Collins, Dave",63872,00,00,OD,Richburg,IN,Conklin 9,Bolivar,Richburg
0,Cattaraugus,South Penn Oil Co.,07493,00,00,Oil,Rice Brook,UN,Allegany State Park 193,Carrollton,Rice Brook & Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",22737,00,00,Oil,Lakeshore,AC,Josephson 3,Stockton,Medina
0,Allegany,"Collins, Dave",60598,00,00,OD,Richburg,AC,Jones 011,Bolivar,Richburg
0,Jefferson,Unknown,04807,00,00,SG,Not Applicable,UM,Watts 1,UNK,Not Applicable
0,Cayuga,Minard Run Oil Company,21326,00,00,Oil,West Auburn,AC,Gulliver 1197,Fleming,Queenston
0,Cattaraugus,"Hitchcock, Terry L.",65546,00,00,OD,Four Mile,IN,Hitchcock 1,Allegany,Bradford Third
0,Cayuga,Minard Run Oil Company,20666,00,00,Oil,West Auburn,AC,Smith 1106-1,Springport,Queenston
0,Allegany,"Saint John Exploration & Production, Inc.",63902,00,00,IW,Richburg,IN,Trio Farm 82wg,Bolivar,Richburg
0,Allegany,"Plants and Goodwin, Inc.",62328,00,00,OD,Richburg,PA,Sawyer 0-18,Bolivar,Richburg
0,Allegany,Pennzoil Products Co.,69375,00,00,IW,Not Applicable,UL,Ballard 1,Bolivar,Not Applicable
